O*NET-SOC Code,Title,Task,Automation_Score,High_Risk,Industry
13-1151.00,Training and Development Specialists,"Negotiate contracts with clients for desired training outcomes, fees, or expenses.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Supervise, evaluate, or refer instructors to skill development classes.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Schedule classes based on availability of classrooms, equipment, or instructors.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Refer trainees to employer relations representatives, to locations offering job placement assistance, or to appropriate social services agencies, if warranted.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Develop or implement training programs related to efficiency, recycling, or other issues with environmental impacts.",1.96,0,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,Measure and assess customer and employee satisfaction.,2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,"Measure the effectiveness of marketing, advertising, and communications programs and strategies.",2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,Seek and provide information to help companies determine their position in the marketplace.,2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,"Forecast and track marketing and sales trends, analyzing collected data.",2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,Monitor industry statistics and follow trends in trade literature.,2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,"Attend staff conferences to provide management with information and proposals concerning the promotion, distribution, design, and pricing of company products or services.",2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,Direct trained survey interviewers.,2.35,1,Business and Financial Operations
13-1161.00,Market Research Analysts and Marketing Specialists,Develop and implement procedures for identifying advertising needs.,2.35,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Manage tracking and reporting of search-related activities and provide analyses to marketing executives.,2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Participate in the development or implementation of online marketing strategy.,2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,"Coordinate with developers to optimize Web site architecture, server configuration, or page construction for search engine consumption and optimal visibility.",2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Create content strategies for digital media.,2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Collaborate with other marketing staff to integrate and complement marketing strategies across multiple sales channels.,2.17,1,Business and Financial Operations
13-1161.01,Search Marketing Strategists,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,2.17,1,Business and Financial Operations
